 AdditionalInfo,Address,City,CountryId,Email,Id,Latitude,Longitude,Phone,Phone2,Phone3,Point,StateProvinceId,StoreId,StoreLocatorName,ZipCode,TradingMonFri,TradingSat,TradingSunPub
NULL,47 Kerk Street Vrede  ,Vrede,73,NULL,0425,-27.42702107,29.16225301,056 108 5003,,,Vrede,77,Lewis Stores,Vrede,9835,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,128 Church Street Pietermaritzburg  ,Pietermaritzburg,73,NULL,0426,-29.605883,30.374106,033 108 5043,,,Pietermaritzburg,79,Lewis Stores,Pietermaritzburg,3201,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,27 Voortrekker Street Carolina  ,Carolina,73,NULL,0427,-26.071024,30.118489,017 054 0255,,,Carolina,81,Lewis Stores,Carolina,1185,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 4 Station Road Marble Hall ,Marble Hall,73,NULL,0429,-24.96940731,29.29461051,013 007 9232,,,Marble Hall,81,Lewis Stores,Marble Hall,0450,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,"Erf 219, Shop 9 Sarel Cilliers Ave Warden ",Warden,73,NULL,0430,-27.85863651,28.96502725,058 109 0137,,,Warden,77,Lewis Stores,Warden,9890,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Burgersfort  ,Burgersfort,73,NULL,0431,-24.66873409,30.32447461,013 007 9271,,,Burgersfort,81,Lewis Stores,Burgersfort,1150,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,35 Uniefees Street Reitz  ,Reitz,73,NULL,0433,-27.7971689,28.42955249,054 109 9026,,,Reitz,77,Lewis Stores,Reitz,9810,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shops 24  Plaza Centre Naude Street Pongola ,Pongola,73,NULL,0434,-27.37655555,31.61178944,034 108 6020,,,Pongola,79,Lewis Stores,Pongola,3170,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop no23 Checkers Centre Bullion Boulevard Richards Bay ,Richards Bay,73,NULL,0435,-28.75516153,32.04854785,035 514 0144,,,Richards Bay,79,Lewis Stores,Richards Bay,3900,08:00 - 17:00,08:00 - 13:00,09:00 - 13:00
NULL,Shop 7  Bontbok Building CR Swart Street Vanderbijlpark ,Vanderbijlpark,73,NULL,0436,-26.697545,27.836351,016 510 0146,,,Vanderbijlpark,78,Lewis Stores,Vanderbijlpark,1900,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,49 Princess Avenue Benoni  ,Benoni,73,NULL,0437,-26.190115,28.320582,010 018 6989,,,Benoni,78,Lewis Stores,Benoni,1501,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,cnr Voortrekker & President Streets Amsterdam ,Amsterdam,73,NULL,0438,-26.623767,30.661539,017 054 0246,,,Amsterdam,81,Lewis Stores,Amsterdam,2375,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,11 Heldin Street Amersfoort  ,Amersfoort,73,NULL,0440,-27.006142,29.873092,017 054 0243,,,Amersfoort,81,Lewis Stores,Amersfoort,2490,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 1 Metcash Centre Site 12274 Kingsway Road Maseru Lesotho,Maseru,155,NULL,0441,-29.315528,27.489315,00266 2231 8765,00266 2231 8286,00266 2231 1245,Maseru,False,Lewis Stores,Maseru,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 3 Matsamo Plaza Schoemansdal ,Schoemansdal,73,NULL,0442,-25.677602,31.511328,013 007 9130,,,Schoemansdal,80,Lewis Stores,Schoemansdal,1331,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop No 24 Setsing Shopping Centre Cnr Setay & Motloung Str Phuthaditjhaba,Phuthaditjhaba,73,NULL,0443,-28.533064,28.805011,058 109 0200,,,Phuthaditjhaba,77,Lewis Stores,Phuthaditjhaba,9869,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,cnr Kgama & Temane Ave Jwaneng Botswana ,Jwaneng,101,NULL,0444,-24.598738,24.729149,00267 588 1312,00267 588 1318,,Jwaneng,False,Lewis Stores,Jwaneng,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,cnr Blue Jacket & Baines Francistown Botswana ,Francistown,101,NULL,0446,-21.16409,27.509928,00267 241 2449,00267 241 2416,00267 241 2470,Francistown,False,Lewis Stores,Francistown,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Palapye Botswana ,Palapye,101,NULL,0447,-22.541553,27.08846,00267 492 2071,00267 492 2139,00267 492 0880,Palapye,False,Lewis Stores,Palapye,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Kanye Botswana ,Kanye,101,NULL,0448,-24.9798464927038,25.3386665913847,00267 544 0349,00267 544 0123,00267 544 2499,Kanye,False,Lewis Stores,Kanye,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Molepolole Botswana ,Molepolole,101,NULL,0449,-24.403493,25.526596,00267 590 6092,00267 592 0448,,Molepolole,False,Lewis Stores,Molepolole,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Umzinto  ,Umzinto,73,NULL,0450,-30.3092792,30.66290505,039 200 9110,,,Umzinto,79,Lewis Stores,Umzinto,4200,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Erf 58 van Riebeek Street Ogies ,Ogies,73,NULL,0453,-26.05411526,29.04859383,013 007 9276,,,Ogies,81,Lewis Stores,Ogies,2230,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Panther Street Hoedspruit  ,Hoedspruit,73,NULL,0454,-24.352846,30.952224,015 007 8214,,,Hoedspruit,80,Lewis Stores,Hoedspruit,1380,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,7 Steyn Street Breyten  ,Breyten,73,NULL,0455,-26.303643,29.985923,017 054 0250,,,Breyten,81,Lewis Stores,Breyten,2330,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Main Road Jane Furse  ,Jane Furse,73,NULL,0458,-24.755538,29.855467,013 007 9162,,,Jane Furse,80,Lewis Stores,Jane Furse,1085,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Shop 38  Acornhoek Plaza Farmgreen Valley 213KU Acornhoek ,Acornhoek,73,NULL,0460,-24.599662,31.048835,013 007 9273,,,Acornhoek,81,Lewis Stores,Acornhoek,1360,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 89 Kwagga Mall Kwaggafontein ,Kwaggafontein,73,NULL,0461,-25.31258098,28.94057418,013 007 9025,,,Kwaggafontein,81,Lewis Stores,Kwaggafontein,0458,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,"Shop6,Boxer Shopping Cent cnr Shepstone &Chilley Rd Richmond ",Richmond,73,NULL,0462,-29.871506,30.270286,033 108 5026,,,Richmond,79,Lewis Stores,Richmond,3780,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shops 24 48 Sarel Cilliers Street Delmas ,Delmas,73,NULL,0464,-26.14983433,28.6873883,013 007 9231,,,Delmas,81,Lewis Stores,Delmas,2210,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,98 South Street Bergville  ,Bergville,73,NULL,0466,-28.73213182,29.35339715,036 514 0106,,,Bergville,79,Lewis Stores,Bergville,3350,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,64 Allen Street Newcastle  ,Newcastle,73,NULL,0468,-27.75508394,29.93441482,034 108 6016,,,Newcastle,79,Lewis Stores,Newcastle,2940,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop no2 Somme Centre Harvard Road Howick,Howick,73,NULL,0470,-29.485746,30.232227,033 108 5027,,,Howick,79,Lewis Stores,Howick,3290,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,419 Church Street Pietermaritzburg  ,Pietermaritzburg,73,NULL,0471,-29.596632,30.384671,033 108 5003,,,Pietermaritzburg,79,Lewis Stores,Pietermaritzburg,3235,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,17 Market Square Mafikeng  ,Mafikeng,73,NULL,0473,-25.86557577,25.64319308,018 108 5046,,,Mafikeng,83,Lewis Stores,Mafikeng,2745,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,4244 Alexander Street Ladysmith  ,Ladysmith  Natal,73,NULL,0475,-28.557566,29.783283,036 514 0102,,,Ladysmith  Natal,79,Lewis Stores,Ladysmith  Natal,3370,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Wooley Street Port Shepstone  ,Port Shepstone,73,NULL,0478,-30.73774,30.450278,039 200 9104,,,Port Shepstone,79,Lewis Stores,Port Shepstone,4240,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Market Street Piet Retief  ,Piet Retief,73,NULL,0479,-27.00910774,30.80256711,017 054 0229,,,Piet Retief,81,Lewis Stores,Piet Retief,2380,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,119b Pine Street Greytown  ,Greytown,73,NULL,0480,-29.059784,30.592241,,033 108 5002,,Greytown,79,Lewis Stores,Greytown,3250,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,9 Keate Street Harding  ,Harding,73,NULL,0481,-30.576987,29.884867,039 200 9100,,,Harding,79,Lewis Stores,Harding,4680,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,14 Joubert Street Ermelo  ,Ermelo,73,NULL,0482,-26.52185476,29.98481704,017 054 0228,,,Ermelo,81,Lewis Stores,Ermelo,2350,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 5 Church Street Bethal ,Bethal,73,NULL,0483,-26.45431739,29.46090989,017 054 0239,,,Bethal,81,Lewis Stores,Bethal,2310,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Lantana Street Phalaborwa  ,Phalaborwa,73,NULL,0486,-23.95033368,31.1320642,015 007 8219,,,Phalaborwa,80,Lewis Stores,Phalaborwa,1390,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Evelyn Baring Street Piggs Peak Swaziland ,Piggs Peak,219,NULL,0487,-25.9621454,31.24547005,00268 2437 1356,00268 2437 1116,,Piggs Peak,False,Lewis Stores,Piggs Peak,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,37a Margaret Street Ixopo  ,Ixopo,73,NULL,0488,-30.151392,30.058839,039 200 9106,,,Ixopo,79,Lewis Stores,Ixopo,3276,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Jacaranda Avenue Siteki Swaziland ,Siteki,219,NULL,0489,-26.453151,31.946429,00268 2343 4002,00268 2343 5146,00268 2343 4277,Siteki,False,Lewis Stores,Siteki,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,27 Bester Street Nelspruit  ,Nelspruit,73,NULL,0493,-25.470161,30.977045,056 108 5010,,,Nelspruit,81,Lewis Stores,Nelspruit,1201,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 8  Sasolburg Mall Sasolburg  ,Sasolburg,73,NULL,0494,-26.81308152,27.82666697,016 514 0142,,,Sasolburg,77,Lewis Stores,Sasolburg,1947,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,cnr van Gend & Lisbon Sts Evander  ,Evander,73,NULL,0498,-26.47162911,29.10937446,017 054 0238,,,Evander,81,Lewis Stores,Evander,2280,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Shop 1  Inyati Centre 23 John Ross Highway Mtubatuba ,Mtubatuba,73,NULL,0499,-28.413964,32.18522,035 514 0114,,,Mtubatuba,79,Lewis Stores,Mtubatuba,3935,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,27 President Street Fochville  ,Fochville,73,NULL,0500,-26.493446,27.493439,018 108 5033,,,Fochville,83,Lewis Stores,Fochville,2515,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,518 Gerrit Maritz Street Pretoria North  ,Pretoria North,73,NULL,0501,-25.6743526,28.17187537,012 054 6317,,,Pretoria North,78,Lewis Stores,Pretoria North,0182,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,28 Voortrekker Street BelaBela  ,Belabela,73,NULL,0502,-24.8846888,28.29573426,014 007 9040,,,Belabela,80,Lewis Stores,Belabela,0480,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,45 Pritchard Street Johannesburg  ,Johannesburg,73,NULL,0503,-26.203116,28.041407,016 514 0109,,,Johannesburg,78,Lewis Stores,Johannesburg,2001,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,2 Saambou Building cnr Clinton & Penzance Alberton ,Alberton,73,NULL,0504,-26.267596,28.120945,010 510 5015,,,Alberton,78,Lewis Stores,Alberton,1449,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop n SK2 Shoprite Centre 265 Commmissioner Str Boksburg,Boksburg,73,NULL,0507,-26.223133,28.254045,010 510 5776,,,Boksburg,78,Lewis Stores,Boksburg,1459,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2 Amethyst Street Carletonville ,Carletonville,73,NULL,0508,-26.35503,27.397513,018 108 5049,,,Carletonville,78,Lewis Stores,Carletonville,2499,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,18 Allen Street Westonaria  ,Westonaria,73,NULL,0509,-26.318835,27.650499,010 510 3630,,,Westonaria,78,Lewis Stores,Westonaria,1779,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,69 van Zyl Street Oberholzer  ,Oberholzer,73,NULL,0510,-26.34876,27.389674,018 108 5030,,,Oberholzer,78,Lewis Stores,Oberholzer,2502,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop no1 HansMarie Trust Bld 3 De Wit Street Brits,Brits,73,NULL,0511,-25.63629321,27.78051406,012 054 6325,,,Brits,83,Lewis Stores,Brits,0250,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,5 Voortrekker Street Nelspruit  ,Nelspruit,73,NULL,0512,-25.468973,30.977165,013 007 9165,,,Nelspruit,81,Lewis Stores,Nelspruit,1201,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop 108, Jubilee Mall cnr Jubilee & Harry Gwala Road Hammanskraal",Temba,73,NULL,0514,-25.40453595,28.27047992,012 054 6390,,,Temba,83,Lewis Stores,Temba,0400,08:00 - 17:00,08:00 - 15:00,09:00 - 13:00
NULL,Shop 3 40 Berg Street Rustenburg ,Rustenberg,73,NULL,0515,-25.66694284,27.2419195,014 007 9429,,,Rustenberg,83,Lewis Stores,Rustenberg,0299,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,44 Retief Street Mokopane  ,Mokopane,73,NULL,0519,-24.183269,29.011717,015 007 8226,,,Mokopane,80,Lewis Stores,Mokopane,0601,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Buffalo Street Malelane  ,Malelane,73,NULL,0521,-25.49618084,31.51446281,013 007 9128,,,Malelane,81,Lewis Stores,Malelane,1320,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,20 Loch Street Meyerton  ,Meyerton,73,NULL,0522,-26.558072,28.01464,016 514 0143,,,Meyerton,78,Lewis Stores,Meyerton,1960,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,35 Main Road Randfontein  ,Randfontein,73,NULL,0523,-26.180146,27.704417,010 018 9359,,,Randfontein,78,Lewis Stores,Randfontein,1759,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,"Shop 47 The Avenues ShpgCen 52, 7th Street Springs",Springs,73,NULL,0524,-26.253768,28.439702,010 018 6984,,,Springs,78,Lewis Stores,Springs,1559,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,300 Paul Kruger Street Pretoria  ,Pretoria,73,NULL,0526,-25.74922216,28.18843067,012 054 5489,,,Pretoria,78,Lewis Stores,Pretoria,0002,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Plot K & O West Street Mbabane Swaziland ,Mbabane,219,NULL,0527,-26.32570916,31.14271861,00268 2404 3584,00268 2404 6634,,Mbabane,False,Lewis Stores,Mbabane,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Plot 125 Nqwane Street Manzini Swaziland ,Manzini,219,NULL,0528,-26.496239,31.377644,00268 2505 4210,00268 2505 4450,00268 2505 3516,Manzini,False,Lewis Stores,Manzini,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Old Edgars Building Cnr of Kerk & van Wyk Str Roodepoort ,Roodepoort,73,NULL,0529,-26.161388,27.867964,010 510 3475,,,Roodepoort,78,Lewis Stores,Roodepoort,1724,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 4 Sasolburg Square Fichardt Street Sasolburg,Sasolburg,73,NULL,0532,-26.81563181,27.82715099,010 510 1918,,,Sasolburg,77,Lewis Stores,Sasolburg,1947,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,cnr Athlone & Escombe Sts Emalahleni (Witbank)  ,Emalahleni,73,NULL,0533,-25.873065,29.212162,013 007 9047,,,Emalahleni,81,Lewis Stores,Emalahleni,1034,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,49b Dolf Street Parys  ,Parys,73,NULL,0534,-26.90132601,27.45738308,056 108 5018,,,Parys,77,Lewis Stores,Parys,9585,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,27 Kruger Street Krugersdorp  ,Krugersdorp,73,NULL,0535,-26.101736,27.770784,010 510 8591,,,Krugersdorp,78,Lewis Stores,Krugersdorp,1739,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2 58 Main Street Sabie ,Sabie,73,NULL,0536,-25.097685,30.779152,013 007 9126,,,Sabie,81,Lewis Stores,Sabie,1260,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,83 Potgieter Street Modimolle  ,Modimolle,73,NULL,0538,-24.70381169,28.40946356,014 007 9048,,,Modimolle,80,Lewis Stores,Modimolle,0510,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,"25B, Hendrick Verwoerd St Nigel  ",Nigel,73,NULL,0539,-26.417986,28.468472,010 510 3617,,,Nigel,78,Lewis Stores,Nigel,1491,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,57 Crown Street Barberton  ,Barberton,73,NULL,0541,-25.791228,31.052312,013 007 9149,,,Barberton,81,Lewis Stores,Barberton,1300,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,545 Moot Street Hercules  ,Hercules,73,NULL,0542,-25.71216752,28.15482592,012 054 5498,,,Hercules,78,Lewis Stores,Hercules,0082,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Shop No 10 Heidelberg Square Cnr Voortrekker & Mertz Heidelberg,Heidelberg  East Rand,73,NULL,0543,-26.501981,28.359667,016 514 0149,,,Heidelberg  East Rand,78,Lewis Stores,Heidelberg  East Rand,1441,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop E 72 Thabo Mbeki Street Mookgopong ,Mookgopong,73,NULL,0544,-24.51843,28.7151,014 007 9173,,,Mookgopong,80,Lewis Stores,Mookgopong,0650,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,58 Lanham Street Bronkhorstspruit  ,Bronkhorstspruit,73,NULL,0545,-25.81097888,28.74666353,015 007 8211,,,Bronkhorstspruit,78,Lewis Stores,Bronkhorstspruit,1020,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,"Shop 1, 2 & 3 Steelpark Centre Pres Kruger Street Vanderbijlpark",Vanderbijlpark,73,NULL,0548,-26.696982,27.835195,016 514 0105,,,Vanderbijlpark,78,Lewis Stores,Vanderbijlpark,1900,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,5 Morgan Street Tzaneen  ,Tzaneen,73,NULL,0549,-23.826389,30.160859,015 007 9069,,,Tzaneen,80,Lewis Stores,Tzaneen,0850,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop no1 situated on Erf 4309 Songozwi Street Louis Trichardt,Makhado,73,NULL,0551,-23.040531,29.90961,015 007 9495,,,Makhado,80,Lewis Stores,Makhado,0920,07:30 - 17:30,08:00 - 15:00,CLOSED
NULL,Jan Lee Street Lephalale  ,Lephalale,73,NULL,0552,-23.67771545,27.73703008,014 007 9042,,,Lephalale,80,Lewis Stores,Lephalale,0555,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,18a Jorissen Street Polokwane  ,Polokwane,73,NULL,0553,-23.906928,29.451654,015 007 9497,,,Polokwane,80,Lewis Stores,Polokwane,0699,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,598 Voortrekker Road Brakpan  ,Brakpan,73,NULL,0554,-26.236167,28.365255,010 018 6988,,,Brakpan,78,Lewis Stores,Brakpan,1541,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 4 Checkers Centre 4 Mark Street Groblersdal ,Groblersdal,73,NULL,0555,-25.1662327,29.39556174,013 007 9226,,,Groblersdal,80,Lewis Stores,Groblersdal,0470,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Shop 72 Central City Shopping Cnt Mabopane ,Mabopane,73,NULL,0557,-25.49582555,28.08498018,012 054 5654,,,Mabopane,83,Lewis Stores,Mabopane,0190,08:00 - 17:00,08:00 - 15:00,09:00 - 13:00
NULL,Cnr Murray & Pienaar Str Brits  ,Brits,73,NULL,0558,-25.63683648,27.77919538,012 054 6370,,,Brits,83,Lewis Stores,Brits,0250,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Shop No10 Thabazimbi Spar Centre Van Der Bijl Street Thabazimbi,Thabazimbi,73,NULL,0560,-24.58742159,27.41119834,014 007 9426,,,Thabazimbi,80,Lewis Stores,Thabazimbi,0380,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,15 Escombe Street Emalahleni (Witbank)  ,Emalahleni,73,NULL,0561,-25.874092,29.211616,013 007 9050,,,Emalahleni,81,Lewis Stores,Emalahleni,1035,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 5 CentreStuart Cnr Stuart & Rissik Str Balfour ,Balfour,73,NULL,0562,-26.660655,28.589774,017 054 0252,,,Balfour,81,Lewis Stores,Balfour,2410,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Stand 239 4 Norda Street Leandra ,Leandra,73,NULL,0564,-26.36760715,28.9246347,017 054 0235,,,Leandra,81,Lewis Stores,Leandra,2265,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Shop 21 Mangalani Shopping Centre Malamulele ,Malamulele,73,NULL,0565,-22.998383,30.692433,015 007 9217,,,Malamulele,80,Lewis Stores,Malamulele,0982,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 3 Matata Shopping Complex Matata Swaziland,Matata,219,NULL,0567,-26.86705449,31.92129142,00268 2364 6031,00268 2364 6032,00268 2364 6035,Matata,False,Lewis Stores,Matata,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Fourth Street Nhlangano Swaziland ,Nhlangano,219,NULL,0568,-27.11286668,31.19959367,00268 2207 7828,00268 2207 9157,00268 2207 7282,Nhlangano,False,Lewis Stores,Nhlangano,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 2 Sylva's Building 28 Beukes Street Hendrina ,Hendrina,73,NULL,0569,-26.158918,29.717685,013 007 9024,,,Hendrina,81,Lewis Stores,Hendrina,1095,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 1 2 Middelwit Road Northam ,Northam,73,NULL,0575,-24.9610002,27.26369764,014 007 9146,,,Northam,80,Lewis Stores,Northam,0360,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,1 Merriman Avenue Vereeniging  ,Vereeniging,73,NULL,0576,-26.674075,27.932895,016 514 0102,,,Vereeniging,78,Lewis Stores,Vereeniging,1939,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shops 56 SADC Street Middelburg ,Middelburg  Tvl,73,NULL,0577,-25.766732,29.457582,033 108 5004,,,Middelburg  Tvl,81,Lewis Stores,Middelburg  Tvl,1050,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop 1 AS Vazeer Shopping Cntr Soekmekaar ,Soekmekaar,73,NULL,0578,-23.494488,29.927511,014 007 9434,,,Soekmekaar,80,Lewis Stores,Soekmekaar,0810,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,77 Market Street Polokwane  ,Polokwane,73,NULL,0579,-23.906176,29.450714,010 510 1927,,,Polokwane,80,Lewis Stores,Polokwane,0700,07:30 - 18:00,08:00 - 15:00,CLOSED
NULL,cnr Perren & Olen Streets Potchefstroom  ,Potchefstroom,73,NULL,0580,-26.712497,27.09809,018 108 5035,,,Potchefstroom,83,Lewis Stores,Potchefstroom,2531,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,50 Potgieter Street Mokopane  ,Mokopane,73,NULL,0581,-24.180273,29.011444,015 007 8225,,,Mokopane,80,Lewis Stores,Mokopane,0601,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,114 Botha Street Modjadjieskloof  ,Modjadjieskloof,73,NULL,0584,-23.6955,30.141237,015 007 8221,,,Modjadjieskloof,80,Lewis Stores,Modjadjieskloof,0835,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Shop No1 Thabo Mbeki Road Rustenburg ,Rustenberg,73,NULL,0585,-25.66735741,27.24021301,014 007 9431,,,Rustenberg,83,Lewis Stores,Rustenberg,0299,08:00 - 17:00,08:00 - 15:00,CLOSED
NULL,Shop 3 Giyani Shopping Centre Giyani ,Giyani,73,NULL,0587,-23.31097042,30.69389655,015 007 9482,,,Giyani,80,Lewis Stores,Giyani,0826,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,18b Commissioner Street Klerksdorp  ,Klerksdorp,73,NULL,0588,-26.864611,26.662511,018 108 5065,,,Klerksdorp,83,Lewis Stores,Klerksdorp,2571,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Shop 4 Manzini Centre 14 Nkoseluhlaza Street Manzini Swaziland,Manzini,219,NULL,0589,-26.49742483,31.37765272,00268 2505 2741,00268 2505 5151,00268 2505 7278,Manzini,False,Lewis Stores,Manzini,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,Capital Buildings Allister Miller Street Mbabane Swaziland,Mbabane,219,NULL,0590,-26.32585303,31.14390622,00268 2404 5691,00268 2404 2067,00268 2404 7877,Mbabane,False,Lewis Stores,Mbabane,9999,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,32 Charl Cilliers St Standerton  ,Standerton,73,NULL,0591,-26.952935,29.241577,017 054 0242,,,Standerton,81,Lewis Stores,Standerton,2430,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,41 Voortrekker Road BelaBela  ,Belabela,73,NULL,0592,-24.884759,28.2946,014 007 9076,,,Belabela,80,Lewis Stores,Belabela,0480,08:00 - 17:30,08:00 - 15:00,CLOSED
NULL,Shop 2 85 Odendaal Street Odendaalsrus ,Odendaalsrus,73,NULL,0593,-27.87393556,26.68148317,057 109 0108,,,Odendaalsrus,77,Lewis Stores,Odendaalsrus,9480,07:30 - 17:00,07:30 - 13:00,CLOSED
NULL,Staatsplein Marble Hall  ,Marble Hall,73,NULL,0595,-24.971058,29.292358,013 007 9134,,,Marble Hall,81,Lewis Stores,Marble Hall,0450,08:00 - 18:00,08:00 - 15:00,CLOSED
NULL,Downtown Centre William Lynn Street White River ,White River,73,NULL,0596,-25.328176,31.021229,013 007 9167,,,White River,81,Lewis Stores,White River,1240,08:00 - 17:00,08:00 - 13:00,CLOSED
NULL,76 Agatha Street Tzaneen  ,Tzaneen,73,NULL,0597,-23.824996,30.161461,015 007 8216,,,Tzaneen,80,Lewis Stores,Tzaneen,0850,08:00 - 17:00,08:00 - 13:00,CLOSED
